Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
FBS,Food Balances (2010-),191,Croatia,674,Protein supply quantity (g/capita/day),S2769,"Aquatic Animals, Others",2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),191,Croatia,5611,Import quantity,S2769,"Aquatic Animals, Others",2022,2022,1000 t,0.1,E,Estimated value,
FBS,Food Balances (2010-),191,Croatia,645,Food supply quantity (kg/capita/yr),S2769,"Aquatic Animals, Others",2022,2022,kg/cap,0.02,E,Estimated value,
FBS,Food Balances (2010-),191,Croatia,674,Protein supply quantity (g/capita/day),S2769,"Aquatic Animals, Others",2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),191,Croatia,5611,Import quantity,S2775,Aquatic Plants,2016,2016,1000 t,0.02,I,Imputed value,
FBS,Food Balances (2010-),191,Croatia,5611,Import quantity,S2775,Aquatic Plants,2022,2022,1000 t,0.13,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2731,Bovine Meat,2016,2016,1000 t,8,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2731,Bovine Meat,2016,2016,kg/cap,6.73,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2731,Bovine Meat,2016,2016,g/cap/d,2.8,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2731,Bovine Meat,2022,2022,1000 t,5,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2731,Bovine Meat,2022,2022,kg/cap,8.09,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2731,Bovine Meat,2022,2022,g/cap/d,3.35,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2732,Mutton & Goat Meat,2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2732,Mutton & Goat Meat,2016,2016,kg/cap,1.11,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2732,Mutton & Goat Meat,2016,2016,g/cap/d,0.51,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2732,Mutton & Goat Meat,2022,2022,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2732,Mutton & Goat Meat,2022,2022,kg/cap,1.68,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2732,Mutton & Goat Meat,2022,2022,g/cap/d,0.78,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2733,Pigmeat,2016,2016,1000 t,30,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2733,Pigmeat,2016,2016,kg/cap,18.96,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2733,Pigmeat,2016,2016,g/cap/d,7.27,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2733,Pigmeat,2022,2022,1000 t,28,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2733,Pigmeat,2022,2022,kg/cap,18.81,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2733,Pigmeat,2022,2022,g/cap/d,7.26,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2734,Poultry Meat,2016,2016,1000 t,245,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2734,Poultry Meat,2016,2016,kg/cap,24.09,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2734,Poultry Meat,2016,2016,g/cap/d,10.89,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2734,Poultry Meat,2022,2022,1000 t,317,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2734,Poultry Meat,2022,2022,kg/cap,29.8,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2734,Poultry Meat,2022,2022,g/cap/d,13.45,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2735,"Meat, Other",2016,2016,1000 t,99,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2016,2016,kg/cap,5.36,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2735,"Meat, Other",2016,2016,g/cap/d,3.67,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2735,"Meat, Other",2022,2022,1000 t,26,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2022,2022,kg/cap,2.28,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2735,"Meat, Other",2022,2022,g/cap/d,1.58,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2736,"Offals, Edible",2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2736,"Offals, Edible",2016,2016,kg/cap,2.17,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2736,"Offals, Edible",2016,2016,g/cap/d,0.91,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2736,"Offals, Edible",2022,2022,1000 t,30,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2736,"Offals, Edible",2022,2022,kg/cap,4.91,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2736,"Offals, Edible",2022,2022,g/cap/d,2.21,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2740,"Butter, Ghee",2016,2016,1000 t,3,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2740,"Butter, Ghee",2016,2016,kg/cap,0.3,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2740,"Butter, Ghee",2016,2016,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2740,"Butter, Ghee",2022,2022,1000 t,1,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2740,"Butter, Ghee",2022,2022,kg/cap,0.11,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2740,"Butter, Ghee",2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2743,Cream,2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2743,Cream,2016,2016,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2743,Cream,2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2743,Cream,2022,2022,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2743,Cream,2022,2022,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2743,Cream,2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2737,"Fats, Animals, Raw",2016,2016,1000 t,4,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2737,"Fats, Animals, Raw",2016,2016,kg/cap,1.8,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2737,"Fats, Animals, Raw",2016,2016,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2737,"Fats, Animals, Raw",2022,2022,1000 t,2,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2737,"Fats, Animals, Raw",2022,2022,kg/cap,1.29,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2737,"Fats, Animals, Raw",2022,2022,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2781,"Fish, Body Oil",2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2782,"Fish, Liver Oil",2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2744,Eggs,2016,2016,1000 t,4,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2744,Eggs,2016,2016,kg/cap,9.02,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2744,Eggs,2016,2016,g/cap/d,2.75,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2744,Eggs,2022,2022,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2744,Eggs,2022,2022,kg/cap,8.59,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2744,Eggs,2022,2022,g/cap/d,2.67,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2848,Milk - Excluding Butter,2016,2016,1000 t,741,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2848,Milk - Excluding Butter,2016,2016,kg/cap,92.01,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2848,Milk - Excluding Butter,2016,2016,g/cap/d,7.88,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2848,Milk - Excluding Butter,2022,2022,1000 t,557,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2848,Milk - Excluding Butter,2022,2022,kg/cap,77.54,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2848,Milk - Excluding Butter,2022,2022,g/cap/d,6.15,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2761,Freshwater Fish,2016,2016,1000 t,1.7,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2016,2016,kg/cap,2.31,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2016,2016,g/cap/d,0.7,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2761,Freshwater Fish,2022,2022,1000 t,0.94,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2022,2022,kg/cap,1.95,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2022,2022,g/cap/d,0.59,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2762,Demersal Fish,2016,2016,1000 t,4.01,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2016,2016,kg/cap,0.89,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2016,2016,g/cap/d,0.15,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2762,Demersal Fish,2022,2022,1000 t,1.75,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2022,2022,kg/cap,0.62,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2022,2022,g/cap/d,0.11,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2763,Pelagic Fish,2016,2016,1000 t,20.47,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2016,2016,kg/cap,1.91,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2016,2016,g/cap/d,0.57,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2763,Pelagic Fish,2022,2022,1000 t,29.42,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2022,2022,kg/cap,2.6,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2022,2022,g/cap/d,0.78,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2764,"Marine Fish, Other",2016,2016,1000 t,0.44,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2016,2016,kg/cap,0.5,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2016,2016,g/cap/d,0.14,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2764,"Marine Fish, Other",2022,2022,1000 t,0.47,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2022,2022,kg/cap,0.4,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2022,2022,g/cap/d,0.11,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2765,Crustaceans,2016,2016,1000 t,0.07,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2016,2016,kg/cap,0.28,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2016,2016,g/cap/d,0.08,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2765,Crustaceans,2022,2022,1000 t,0.05,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2022,2022,kg/cap,0.25,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2022,2022,g/cap/d,0.08,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2766,Cephalopods,2016,2016,1000 t,0.41,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2016,2016,kg/cap,0.04,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2766,Cephalopods,2016,2016,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2766,Cephalopods,2022,2022,1000 t,0.42,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2022,2022,kg/cap,0.04,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2766,Cephalopods,2022,2022,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2767,"Molluscs, Other",2016,2016,1000 t,2.07,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2016,2016,kg/cap,0.32,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2767,"Molluscs, Other",2016,2016,g/cap/d,0.03,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2767,"Molluscs, Other",2022,2022,1000 t,1.3,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2022,2022,kg/cap,0.27,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2767,"Molluscs, Other",2022,2022,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2769,"Aquatic Animals, Others",2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2769,"Aquatic Animals, Others",2016,2016,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2769,"Aquatic Animals, Others",2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2769,"Aquatic Animals, Others",2022,2022,1000 t,0,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,645,Food supply quantity (kg/capita/yr),S2769,"Aquatic Animals, Others",2022,2022,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,674,Protein supply quantity (g/capita/day),S2769,"Aquatic Animals, Others",2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2775,Aquatic Plants,2016,2016,1000 t,0.01,I,Imputed value,
FBS,Food Balances (2010-),192,Cuba,5611,Import quantity,S2775,Aquatic Plants,2022,2022,1000 t,0,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,5611,Import quantity,S2731,Bovine Meat,2016,2016,1000 t,4,I,Imputed value,
FBS,Food Balances (2010-),196,Cyprus,645,Food supply quantity (kg/capita/yr),S2731,Bovine Meat,2016,2016,kg/cap,7.03,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,674,Protein supply quantity (g/capita/day),S2731,Bovine Meat,2016,2016,g/cap/d,2.69,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,5611,Import quantity,S2731,Bovine Meat,2022,2022,1000 t,6,I,Imputed value,
FBS,Food Balances (2010-),196,Cyprus,645,Food supply quantity (kg/capita/yr),S2731,Bovine Meat,2022,2022,kg/cap,8.2,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,674,Protein supply quantity (g/capita/day),S2731,Bovine Meat,2022,2022,g/cap/d,3.13,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,5611,Import quantity,S2732,Mutton & Goat Meat,2016,2016,1000 t,2,I,Imputed value,
FBS,Food Balances (2010-),196,Cyprus,645,Food supply quantity (kg/capita/yr),S2732,Mutton & Goat Meat,2016,2016,kg/cap,4.59,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,674,Protein supply quantity (g/capita/day),S2732,Mutton & Goat Meat,2016,2016,g/cap/d,2.11,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,5611,Import quantity,S2732,Mutton & Goat Meat,2022,2022,1000 t,1,I,Imputed value,
FBS,Food Balances (2010-),196,Cyprus,645,Food supply quantity (kg/capita/yr),S2732,Mutton & Goat Meat,2022,2022,kg/cap,4.14,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,674,Protein supply quantity (g/capita/day),S2732,Mutton & Goat Meat,2022,2022,g/cap/d,1.94,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,5611,Import quantity,S2733,Pigmeat,2016,2016,1000 t,11,I,Imputed value,
FBS,Food Balances (2010-),196,Cyprus,645,Food supply quantity (kg/capita/yr),S2733,Pigmeat,2016,2016,kg/cap,37.11,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,674,Protein supply quantity (g/capita/day),S2733,Pigmeat,2016,2016,g/cap/d,12.33,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,5611,Import quantity,S2733,Pigmeat,2022,2022,1000 t,13,I,Imputed value,
FBS,Food Balances (2010-),196,Cyprus,645,Food supply quantity (kg/capita/yr),S2733,Pigmeat,2022,2022,kg/cap,34.4,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,674,Protein supply quantity (g/capita/day),S2733,Pigmeat,2022,2022,g/cap/d,11.47,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,5611,Import quantity,S2734,Poultry Meat,2016,2016,1000 t,14,I,Imputed value,
FBS,Food Balances (2010-),196,Cyprus,645,Food supply quantity (kg/capita/yr),S2734,Poultry Meat,2016,2016,kg/cap,24.25,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,674,Protein supply quantity (g/capita/day),S2734,Poultry Meat,2016,2016,g/cap/d,11.11,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,5611,Import quantity,S2734,Poultry Meat,2022,2022,1000 t,18,I,Imputed value,
FBS,Food Balances (2010-),196,Cyprus,645,Food supply quantity (kg/capita/yr),S2734,Poultry Meat,2022,2022,kg/cap,29.09,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,674,Protein supply quantity (g/capita/day),S2734,Poultry Meat,2022,2022,g/cap/d,13.33,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,5611,Import quantity,S2735,"Meat, Other",2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),196,Cyprus,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2016,2016,kg/cap,1.18,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,674,Protein supply quantity (g/capita/day),S2735,"Meat, Other",2016,2016,g/cap/d,0.73,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,5611,Import quantity,S2735,"Meat, Other",2022,2022,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),196,Cyprus,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2022,2022,kg/cap,0.5,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,674,Protein supply quantity (g/capita/day),S2735,"Meat, Other",2022,2022,g/cap/d,0.28,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,5611,Import quantity,S2736,"Offals, Edible",2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),196,Cyprus,645,Food supply quantity (kg/capita/yr),S2736,"Offals, Edible",2016,2016,kg/cap,1.95,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,674,Protein supply quantity (g/capita/day),S2736,"Offals, Edible",2016,2016,g/cap/d,0.82,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,5611,Import quantity,S2736,"Offals, Edible",2022,2022,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),196,Cyprus,645,Food supply quantity (kg/capita/yr),S2736,"Offals, Edible",2022,2022,kg/cap,1.17,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,674,Protein supply quantity (g/capita/day),S2736,"Offals, Edible",2022,2022,g/cap/d,0.5,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,5611,Import quantity,S2740,"Butter, Ghee",2016,2016,1000 t,2,I,Imputed value,
FBS,Food Balances (2010-),196,Cyprus,645,Food supply quantity (kg/capita/yr),S2740,"Butter, Ghee",2016,2016,kg/cap,1.32,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,674,Protein supply quantity (g/capita/day),S2740,"Butter, Ghee",2016,2016,g/cap/d,0.03,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,5611,Import quantity,S2740,"Butter, Ghee",2022,2022,1000 t,2,I,Imputed value,
FBS,Food Balances (2010-),196,Cyprus,645,Food supply quantity (kg/capita/yr),S2740,"Butter, Ghee",2022,2022,kg/cap,1.27,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,674,Protein supply quantity (g/capita/day),S2740,"Butter, Ghee",2022,2022,g/cap/d,0.03,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,5611,Import quantity,S2743,Cream,2016,2016,1000 t,1,I,Imputed value,
FBS,Food Balances (2010-),196,Cyprus,645,Food supply quantity (kg/capita/yr),S2743,Cream,2016,2016,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,674,Protein supply quantity (g/capita/day),S2743,Cream,2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,5611,Import quantity,S2743,Cream,2022,2022,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),196,Cyprus,645,Food supply quantity (kg/capita/yr),S2743,Cream,2022,2022,kg/cap,2.24,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,674,Protein supply quantity (g/capita/day),S2743,Cream,2022,2022,g/cap/d,0.16,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,5611,Import quantity,S2737,"Fats, Animals, Raw",2016,2016,1000 t,2,I,Imputed value,
FBS,Food Balances (2010-),196,Cyprus,645,Food supply quantity (kg/capita/yr),S2737,"Fats, Animals, Raw",2016,2016,kg/cap,0.35,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,674,Protein supply quantity (g/capita/day),S2737,"Fats, Animals, Raw",2016,2016,g/cap/d,0.06,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,5611,Import quantity,S2737,"Fats, Animals, Raw",2022,2022,1000 t,1,I,Imputed value,
FBS,Food Balances (2010-),196,Cyprus,645,Food supply quantity (kg/capita/yr),S2737,"Fats, Animals, Raw",2022,2022,kg/cap,1.03,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,674,Protein supply quantity (g/capita/day),S2737,"Fats, Animals, Raw",2022,2022,g/cap/d,0.07,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,5611,Import quantity,S2781,"Fish, Body Oil",2016,2016,1000 t,0.27,I,Imputed value,
FBS,Food Balances (2010-),196,Cyprus,5611,Import quantity,S2781,"Fish, Body Oil",2022,2022,1000 t,0.09,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,5611,Import quantity,S2782,"Fish, Liver Oil",2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),196,Cyprus,645,Food supply quantity (kg/capita/yr),S2782,"Fish, Liver Oil",2016,2016,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,674,Protein supply quantity (g/capita/day),S2782,"Fish, Liver Oil",2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,5611,Import quantity,S2782,"Fish, Liver Oil",2022,2022,1000 t,0,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,645,Food supply quantity (kg/capita/yr),S2782,"Fish, Liver Oil",2022,2022,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,674,Protein supply quantity (g/capita/day),S2782,"Fish, Liver Oil",2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),196,Cyprus,5611,Import quantity,S2744,Eggs,2016,2016,1000 t,3,I,Imputed value,
FBS,Food Balances (2010-),196,Cyprus,645,Food supply quantity (kg/capita/yr),S2744,Eggs,2016,2016,kg/cap,9.01,E,Estimated value,
