Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2733,Pigmeat,2022,2022,kg/cap,16.89,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2733,Pigmeat,2022,2022,g/cap/d,6.53,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2734,Poultry Meat,2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2734,Poultry Meat,2016,2016,kg/cap,4.73,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2734,Poultry Meat,2016,2016,g/cap/d,2.13,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2734,Poultry Meat,2022,2022,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2734,Poultry Meat,2022,2022,kg/cap,7.21,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2734,Poultry Meat,2022,2022,g/cap/d,3.25,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2735,"Meat, Other",2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2016,2016,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2735,"Meat, Other",2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2735,"Meat, Other",2022,2022,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2022,2022,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2735,"Meat, Other",2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2736,"Offals, Edible",2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2736,"Offals, Edible",2016,2016,kg/cap,1.06,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2736,"Offals, Edible",2016,2016,g/cap/d,0.44,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2736,"Offals, Edible",2022,2022,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2736,"Offals, Edible",2022,2022,kg/cap,1.57,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2736,"Offals, Edible",2022,2022,g/cap/d,0.66,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2740,"Butter, Ghee",2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2740,"Butter, Ghee",2016,2016,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2740,"Butter, Ghee",2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2740,"Butter, Ghee",2022,2022,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2740,"Butter, Ghee",2022,2022,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2740,"Butter, Ghee",2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2743,Cream,2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2743,Cream,2016,2016,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2743,Cream,2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2743,Cream,2022,2022,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2743,Cream,2022,2022,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2743,Cream,2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2737,"Fats, Animals, Raw",2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2737,"Fats, Animals, Raw",2016,2016,kg/cap,0.68,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2737,"Fats, Animals, Raw",2016,2016,g/cap/d,0.11,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2737,"Fats, Animals, Raw",2022,2022,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2737,"Fats, Animals, Raw",2022,2022,kg/cap,1.15,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2737,"Fats, Animals, Raw",2022,2022,g/cap/d,0.19,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2781,"Fish, Body Oil",2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2781,"Fish, Body Oil",2022,2022,1000 t,0.01,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2782,"Fish, Liver Oil",2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2744,Eggs,2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2744,Eggs,2016,2016,kg/cap,0.98,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2744,Eggs,2016,2016,g/cap/d,0.31,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2744,Eggs,2022,2022,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2744,Eggs,2022,2022,kg/cap,0.92,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2744,Eggs,2022,2022,g/cap/d,0.29,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2848,Milk - Excluding Butter,2016,2016,1000 t,29,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2848,Milk - Excluding Butter,2016,2016,kg/cap,11.3,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2848,Milk - Excluding Butter,2016,2016,g/cap/d,1.06,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2848,Milk - Excluding Butter,2022,2022,1000 t,8,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2848,Milk - Excluding Butter,2022,2022,kg/cap,10.76,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2848,Milk - Excluding Butter,2022,2022,g/cap/d,1.01,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2761,Freshwater Fish,2016,2016,1000 t,0.39,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2016,2016,kg/cap,9.24,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2016,2016,g/cap/d,2.42,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2761,Freshwater Fish,2022,2022,1000 t,2.14,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2022,2022,kg/cap,8.88,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2022,2022,g/cap/d,2.26,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2762,Demersal Fish,2016,2016,1000 t,0.02,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2016,2016,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2762,Demersal Fish,2022,2022,1000 t,0.02,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2022,2022,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2763,Pelagic Fish,2016,2016,1000 t,0.82,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2016,2016,kg/cap,0.03,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2016,2016,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2763,Pelagic Fish,2022,2022,1000 t,1.79,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2022,2022,kg/cap,0.06,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2022,2022,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2764,"Marine Fish, Other",2016,2016,1000 t,6.36,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2016,2016,kg/cap,0.37,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2016,2016,g/cap/d,0.11,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2764,"Marine Fish, Other",2022,2022,1000 t,2.61,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2764,"Marine Fish, Other",2022,2022,kg/cap,0.13,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2764,"Marine Fish, Other",2022,2022,g/cap/d,0.04,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2765,Crustaceans,2016,2016,1000 t,0.04,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2016,2016,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2765,Crustaceans,2022,2022,1000 t,0.07,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2765,Crustaceans,2022,2022,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2765,Crustaceans,2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2766,Cephalopods,2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2016,2016,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2766,Cephalopods,2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2766,Cephalopods,2022,2022,1000 t,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2766,Cephalopods,2022,2022,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2766,Cephalopods,2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2767,"Molluscs, Other",2016,2016,1000 t,0.03,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2016,2016,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2767,"Molluscs, Other",2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2767,"Molluscs, Other",2022,2022,1000 t,0.03,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,645,Food supply quantity (kg/capita/yr),S2767,"Molluscs, Other",2022,2022,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,674,Protein supply quantity (g/capita/day),S2767,"Molluscs, Other",2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2769,"Aquatic Animals, Others",2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2775,Aquatic Plants,2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),454,Malawi,5611,Import quantity,S2775,Aquatic Plants,2022,2022,1000 t,0,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2731,Bovine Meat,2016,2016,1000 t,217,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2731,Bovine Meat,2016,2016,kg/cap,8.04,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2731,Bovine Meat,2016,2016,g/cap/d,3.13,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2731,Bovine Meat,2022,2022,1000 t,294,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2731,Bovine Meat,2022,2022,kg/cap,8.91,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2731,Bovine Meat,2022,2022,g/cap/d,3.49,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2732,Mutton & Goat Meat,2016,2016,1000 t,33,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2732,Mutton & Goat Meat,2016,2016,kg/cap,1.22,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2732,Mutton & Goat Meat,2016,2016,g/cap/d,0.55,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2732,Mutton & Goat Meat,2022,2022,1000 t,43,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2732,Mutton & Goat Meat,2022,2022,kg/cap,1.38,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2732,Mutton & Goat Meat,2022,2022,g/cap/d,0.61,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2733,Pigmeat,2016,2016,1000 t,35,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2733,Pigmeat,2016,2016,kg/cap,7.1,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2733,Pigmeat,2016,2016,g/cap/d,2.7,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2733,Pigmeat,2022,2022,1000 t,59,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2733,Pigmeat,2022,2022,kg/cap,7.44,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2733,Pigmeat,2022,2022,g/cap/d,2.75,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2734,Poultry Meat,2016,2016,1000 t,73,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2734,Poultry Meat,2016,2016,kg/cap,56.69,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2734,Poultry Meat,2016,2016,g/cap/d,25.48,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2734,Poultry Meat,2022,2022,1000 t,177,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2734,Poultry Meat,2022,2022,kg/cap,53.06,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2734,Poultry Meat,2022,2022,g/cap/d,23.86,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2735,"Meat, Other",2016,2016,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2016,2016,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2735,"Meat, Other",2016,2016,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2735,"Meat, Other",2022,2022,1000 t,0,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2735,"Meat, Other",2022,2022,kg/cap,0.01,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2735,"Meat, Other",2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2736,"Offals, Edible",2016,2016,1000 t,10,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2736,"Offals, Edible",2016,2016,kg/cap,0.6,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2736,"Offals, Edible",2016,2016,g/cap/d,0.25,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2736,"Offals, Edible",2022,2022,1000 t,12,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2736,"Offals, Edible",2022,2022,kg/cap,0.58,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2736,"Offals, Edible",2022,2022,g/cap/d,0.24,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2740,"Butter, Ghee",2016,2016,1000 t,20,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2740,"Butter, Ghee",2016,2016,kg/cap,0.37,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2740,"Butter, Ghee",2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2740,"Butter, Ghee",2022,2022,1000 t,22,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2740,"Butter, Ghee",2022,2022,kg/cap,0.59,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2740,"Butter, Ghee",2022,2022,g/cap/d,0.01,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2743,Cream,2016,2016,1000 t,7,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2743,Cream,2016,2016,kg/cap,0.22,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2743,Cream,2016,2016,g/cap/d,0.02,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2743,Cream,2022,2022,1000 t,14,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2743,Cream,2022,2022,kg/cap,0.4,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2743,Cream,2022,2022,g/cap/d,0.03,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2737,"Fats, Animals, Raw",2016,2016,1000 t,4,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2737,"Fats, Animals, Raw",2016,2016,kg/cap,0.98,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2737,"Fats, Animals, Raw",2016,2016,g/cap/d,0.1,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2737,"Fats, Animals, Raw",2022,2022,1000 t,113,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2737,"Fats, Animals, Raw",2022,2022,kg/cap,1.81,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2737,"Fats, Animals, Raw",2022,2022,g/cap/d,0.11,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2781,"Fish, Body Oil",2016,2016,1000 t,5.71,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2781,"Fish, Body Oil",2022,2022,1000 t,8.37,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2782,"Fish, Liver Oil",2016,2016,1000 t,0.07,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2782,"Fish, Liver Oil",2016,2016,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2782,"Fish, Liver Oil",2016,2016,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2782,"Fish, Liver Oil",2022,2022,1000 t,0.16,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2782,"Fish, Liver Oil",2022,2022,kg/cap,0,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2782,"Fish, Liver Oil",2022,2022,g/cap/d,0,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2744,Eggs,2016,2016,1000 t,8,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2744,Eggs,2016,2016,kg/cap,18.85,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2744,Eggs,2016,2016,g/cap/d,5.85,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2744,Eggs,2022,2022,1000 t,5,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2744,Eggs,2022,2022,kg/cap,16.06,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2744,Eggs,2022,2022,g/cap/d,5.01,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2848,Milk - Excluding Butter,2016,2016,1000 t,6741,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2848,Milk - Excluding Butter,2016,2016,kg/cap,8.85,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2848,Milk - Excluding Butter,2016,2016,g/cap/d,2.44,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2848,Milk - Excluding Butter,2022,2022,1000 t,10325,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2848,Milk - Excluding Butter,2022,2022,kg/cap,42.49,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2848,Milk - Excluding Butter,2022,2022,g/cap/d,3.1,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2761,Freshwater Fish,2016,2016,1000 t,42.63,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2016,2016,kg/cap,5.88,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2016,2016,g/cap/d,1.73,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2761,Freshwater Fish,2022,2022,1000 t,66.89,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2761,Freshwater Fish,2022,2022,kg/cap,6.07,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2761,Freshwater Fish,2022,2022,g/cap/d,1.77,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2762,Demersal Fish,2016,2016,1000 t,35.57,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2016,2016,kg/cap,13.1,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2016,2016,g/cap/d,3.38,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2762,Demersal Fish,2022,2022,1000 t,37.56,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2762,Demersal Fish,2022,2022,kg/cap,11.34,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2762,Demersal Fish,2022,2022,g/cap/d,2.9,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2763,Pelagic Fish,2016,2016,1000 t,291.85,I,Imputed value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2016,2016,kg/cap,19.95,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,674,Protein supply quantity (g/capita/day),S2763,Pelagic Fish,2016,2016,g/cap/d,6.65,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,5611,Import quantity,S2763,Pelagic Fish,2022,2022,1000 t,282.32,E,Estimated value,
FBS,Food Balances (2010-),458,Malaysia,645,Food supply quantity (kg/capita/yr),S2763,Pelagic Fish,2022,2022,kg/cap,17.77,E,Estimated value,
